stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
yes,yes,yes,yes,1,445,494,first year teacher,558,538,20,604,607,654,655,28,76,77,77,77,939,1096,1211,1309,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
yes,no,no,no,12,424,434,,,,,,,,,,6,,,,858,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,no,no,no,1,434,439,,,,,,,,,,6,,,,873,,,,0,,,,0,,,,1,0,0,0,1,,,
yes,no,no,no,15,456,536,,,,,,,,,,21,,,,992,,,,0,,,,1,,,,0,1,0,1,1,,,
no,yes,yes,yes,,,,5,478,507,18,521,568,560,596,first year teacher,,17,17,28,,985,1089,1156,,0,1,0,,0,0,0,0,1,0,0,,1,1,1
no,no,yes,yes,,,,,,,15,,,665,663,14,,,34,34,,,,1328,,,1,1,,,0,0,1,0,0,0,,,1,0
yes,yes,yes,yes,14,468,602,9,651,584,19,643,699,675,684,11,74,74,74,74,1070,1235,1342,1359,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,yes,,,,,,,5,571,572,612,586,27,,,52,52,,,1143,1198,,,1,1,,,0,0,1,0,0,0,,,0,0
yes,yes,yes,yes,15,468,576,9,571,612,8,622,587,657,663,first year teacher,7,7,7,7,1044,1183,1209,1320,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
no,no,yes,no,,,,,,,6,631,596,,,,,,60,,,,1227,,,,1,,,,0,,1,0,0,0,,,1,
yes,yes,yes,yes,6,443,489,7,503,545,first year teacher,552,577,554,582,12,68,68,68,68,932,1048,1129,1136,1,1,1,1,0,0,0,0,1,0,0,1,0,,0,0
yes,yes,yes,yes,6,419,473,3,472,515,30,524,565,,,22,26,26,26,26,892,987,1089,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
yes,no,no,no,21,403,418,,,,,,,,,,48,,,,821,,,,1,,,,0,,,,1,0,0,0,1,,,
no,yes,no,no,,,,7,472,505,,,,,,,,44,,,,977,,,,0,,,,0,,,0,1,0,0,,1,,
yes,yes,no,no,1,450,536,first year teacher,590,572,,,,,,,23,23,,,986,1162,,,0,0,,,0,0,,,0,1,0,0,0,0,,
yes,yes,yes,yes,14,460,513,39,516,535,8,614,611,612,612,first year teacher,1,1,1,1,973,1051,1225,1224,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,42,564,529,first year teacher,588,561,575,547,23,,63,63,63,,1093,1149,1122,,0,0,0,,0,0,0,1,0,0,0,,0,0,0
yes,yes,yes,yes,3,413,489,16,480,592,31,549,582,597,634,5,7,7,7,7,902,1072,1131,1231,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,yes,2,407,449,31,439,486,1,550,556,595,591,12,71,71,71,71,856,925,1106,1186,0,0,0,0,1,1,1,1,1,0,0,1,0,1,,0
yes,no,no,no,1,422,434,,,,,,,,,,14,,,,856,,,,0,,,,1,,,,0,1,0,1,1,,,
no,yes,no,no,,,,1,512,495,,,,,,,,68,,,,1007,,,,0,,,,0,,,1,0,0,0,,1,,
no,no,no,yes,,,,,,,,,,587,659,7,,,,59,,,,1246,,,,0,,,,1,1,0,0,1,,,,1
yes,yes,yes,yes,13,465,484,18,521,505,6,732,648,647,667,17,38,38,38,38,949,1026,1380,1314,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0
yes,no,no,no,11,400,384,,,,,,,,,,61,,,,784,,,,1,,,,0,,,,0,1,0,1,0,,,
yes,yes,no,no,3,397,412,21,460,479,,,,,,,56,56,,,809,939,,,1,1,,,0,0,,,1,0,0,0,0,0,,
no,no,no,yes,,,,,,,,,,,672,16,,,,70,,,,,,,,0,,,,1,1,0,0,0,,,,0
yes,no,no,no,8,403,412,,,,,,,,,,5,,,,815,,,,0,,,,1,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,,,8,,,,77,,,,,,,,0,,,,0,1,0,0,0,,,,0
yes,yes,yes,yes,11,413,449,4,514,518,18,562,563,,,6,64,64,64,64,862,1032,1125,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,
yes,yes,yes,yes,13,442,506,16,590,601,17,614,615,654,624,11,48,48,48,48,948,1191,1229,1278,0,1,1,1,1,0,0,0,1,0,0,0,1,0,,0
no,no,yes,yes,,,,,,,7,560,535,606,608,9,,,20,20,,,1095,1214,,,1,1,,,0,0,0,1,0,1,,,0,0
yes,yes,yes,yes,15,413,429,2,509,493,19,552,536,572,574,first year teacher,47,47,47,47,842,1002,1088,1146,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
yes,yes,yes,yes,6,450,520,first year teacher,492,523,1,549,546,639,631,14,31,31,31,31,970,1015,1095,1270,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
yes,yes,yes,yes,12,414,473,14,527,567,18,591,593,631,634,36,10,10,10,10,887,1094,1184,1265,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
no,yes,yes,yes,,,,11,533,535,18,518,497,,,17,,35,35,36,,1068,1015,,,1,1,1,,0,0,0,1,0,0,0,,1,0,0
no,yes,yes,yes,,,,17,521,542,28,604,674,610,634,1,,48,48,48,,1063,1278,1244,,0,0,0,,0,0,0,1,0,0,0,,,,1
yes,yes,yes,yes,2,,,3,494,601,13,566,620,618,622,8,73,73,73,73,,1095,1186,1240,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
yes,no,no,no,1,480,506,,,,,,,,,,60,,,,986,,,,1,,,,0,,,,1,0,0,0,0,,,
no,yes,no,no,,,,31,,,,,,,,,,71,,,,,,,,0,,,,1,,,1,0,0,1,,0,,
yes,yes,no,no,13,437,494,13,558,545,,,,,,,37,37,,,931,1103,,,1,1,,,0,0,,,1,0,0,0,0,1,,
no,no,yes,yes,,,,,,,26,,,595,655,7,,,70,69,,,,1250,,,0,0,,,1,0,1,0,0,0,,,0,0
no,yes,no,no,,,,14,507,474,,,,,,,,48,,,,981,,,,1,,,,0,,,1,0,0,0,,1,,
yes,yes,no,no,9,,,27,445,468,,,,,,,28,22,,,,913,,,0,0,,,0,1,,,0,1,0,0,1,1,,
no,yes,yes,yes,,,,5,553,562,23,562,574,644,672,9,,36,36,36,,1115,1136,1316,,0,0,0,,0,0,0,1,0,0,1,,0,0,0
yes,yes,yes,yes,14,450,547,first year teacher,,535,18,,,,606,16,70,70,70,70,997,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
yes,no,no,no,11,497,500,,,,,,,,,,9,,,,997,,,,0,,,,1,,,,1,0,0,0,0,,,
no,yes,no,no,,,,11,475,488,,,,,,,,20,,,,963,,,,0,,,,0,,,0,1,0,1,,0,,
yes,yes,yes,no,24,545,626,35,530,535,32,596,561,,,,30,30,30,,1171,1065,1157,,0,0,0,,1,1,1,,0,1,0,0,1,1,1,
no,no,yes,no,,,,,,,13,,,,,,,,53,,,,,,,,0,,,,0,,1,0,0,1,,,1,
no,no,no,yes,,,,,,,,,,531,506,3,,,,39,,,,1037,,,,1,,,,0,1,0,0,1,,,,1
no,no,no,yes,,,,,,,,,,616,597,13,,,,3,,,,1213,,,,0,,,,1,1,0,0,1,,,,0
yes,yes,yes,yes,14,474,547,13,629,601,2,669,611,702,631,6,52,52,52,52,1021,1230,1280,1333,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,no,no,yes,,,,,,,,,,517,544,5,,,,19,,,,1061,,,,0,,,,0,0,1,0,1,,,,1
yes,yes,yes,yes,,447,478,17,527,557,28,586,603,639,629,1,48,48,48,48,925,1084,1189,1268,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,0
no,no,no,yes,,,,,,,,,,631,603,28,,,,20,,,,1234,,,,0,,,,1,0,1,0,0,,,,0
no,no,no,yes,,,,,,,,,,654,684,24,,,,46,,,,1338,,,,0,,,,0,1,0,0,1,,,,0
yes,yes,yes,yes,22,410,459,10,527,549,4,643,579,650,642,4,61,61,61,61,869,1076,1222,1292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,no,no,no,20,490,602,,,,,,,,,,23,,,,1092,,,,0,,,,0,,,,0,1,0,0,1,,,
no,no,yes,no,,,,,,,15,631,584,,,,,,56,,,,1215,,,,0,,,,0,,1,0,0,0,,,1,
no,no,yes,yes,,,,,,,11,573,552,578,555,4,,,49,49,,,1125,1133,,,0,1,,,0,0,1,0,0,0,,,1,1
no,no,yes,yes,,,,,,,14,526,572,631,608,33,,,22,22,,,1098,1239,,,1,1,,,0,0,0,1,0,0,,,1,1
yes,yes,yes,no,first year teacher,431,559,13,544,653,15,582,577,,,,7,7,7,,990,1197,1159,,0,0,0,,0,0,0,,1,0,0,1,1,1,1,
yes,no,no,no,9,447,473,,,,,,,,,,53,,,,920,,,,0,,,,1,,,,1,0,0,1,1,,,
no,no,yes,no,,,,,,,23,599,565,,,,,,56,,,,1164,,,,0,,,,1,,0,1,0,1,,,0,
yes,no,yes,yes,6,,,,,,5,,,,,3,68,,68,68,,,,,1,,1,1,0,,0,0,1,0,0,1,1,,1,1
yes,no,no,no,5,450,513,,,,,,,,,,58,,,,963,,,,1,,,,0,,,,1,0,0,1,0,,,
yes,yes,yes,yes,13,485,520,13,604,578,17,637,674,702,672,15,51,51,51,51,1005,1182,1311,1374,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
no,no,no,yes,,,,,,,,,,573,606,3,,,,40,,,,1179,,,,0,,,,0,1,0,0,0,,,,1
no,yes,yes,yes,,,,first year teacher,524,592,16,611,626,612,634,1,,77,77,77,,1116,1237,1246,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
no,yes,yes,yes,,,,13,536,572,6,622,577,624,622,8,,77,77,77,,1108,1199,1246,,0,0,0,,0,0,0,1,0,0,0,,1,1,0
no,no,no,yes,,,,,,,,,,618,603,12,,,,46,,,,1221,,,,0,,,,1,0,1,0,1,,,,0
no,no,yes,yes,,,,,,,10,650,568,641,608,4,,,21,21,,,1218,1249,,,0,0,,,0,0,1,0,0,0,,,0,0
yes,no,no,no,7,411,405,,,,,,,,,,28,,,,816,,,,0,,,,0,,,,0,1,0,0,1,,,
yes,yes,no,no,15,,,23,471,495,,,,,,,21,21,,,,966,,,0,0,,,1,0,,,0,1,0,1,1,1,,
yes,yes,yes,yes,6,410,423,33,451,526,5,514,557,,,26,16,16,16,16,833,977,1071,,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
yes,yes,yes,yes,15,527,547,9,651,592,8,659,632,665,659,17,51,51,51,51,1074,1243,1291,1324,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,yes,no,no,,,,4,501,520,,,,,,,,21,,,,1021,,,,1,,,,0,,,0,1,0,0,,1,,
yes,no,no,no,12,447,494,,,,,,,,,,52,,,,941,,,,0,,,,0,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,602,678,26,,,,16,,,,1280,,,,0,,,,0,0,1,0,0,,,,1
no,yes,no,no,,,,9,507,523,,,,,,,,8,,,,1030,,,,0,,,,0,,,1,0,0,1,,0,,
yes,yes,yes,no,11,451,528,24,544,557,2,631,626,,,,22,22,22,,979,1101,1257,,0,0,1,,0,1,0,,0,1,0,0,1,1,1,
yes,yes,yes,yes,22,428,459,14,540,549,6,582,572,622,616,2,76,77,77,77,887,1089,1154,1238,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
yes,no,no,no,5,398,434,,,,,,,,,,35,,,,832,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,2,433,473,13,558,567,20,582,561,612,597,28,76,77,77,77,906,1125,1143,1209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,13,495,535,17,555,584,552,573,15,,51,51,51,,1030,1139,1125,,0,0,0,,0,0,1,1,0,0,1,,0,0,0
yes,no,no,no,8,388,392,,,,,,,,,,5,,,,780,,,,0,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,no,21,418,439,3,519,523,4,503,510,,,,20,20,20,,857,1042,1013,,1,1,1,,0,0,0,,0,1,0,1,1,0,0,
no,yes,yes,no,,,,25,451,449,16,527,502,,,,,27,27,,,900,1029,,,0,0,,,0,1,,0,1,0,1,,1,1,
yes,yes,no,no,first year teacher,428,500,7,483,526,,,,,,,7,7,,,928,1009,,,0,0,,,0,0,,,1,0,0,0,1,1,,
no,yes,yes,yes,,,,,,,18,,,,,14,,70,70,70,,,,,,1,0,0,,0,0,0,1,0,0,1,,1,1,1
yes,yes,no,no,1,425,449,17,487,526,,,,,,,14,14,,,874,1013,,,0,0,,,1,1,,,0,1,0,0,1,1,,
no,no,no,yes,,,,,,,,,,606,580,8,,,,50,,,,1186,,,,0,,,,0,1,0,0,0,,,,1
no,yes,yes,yes,,,,12,441,477,5,511,548,,,3,,3,3,3,,918,1059,,,0,0,0,,0,1,1,1,0,0,1,,1,1,1
no,no,yes,no,,,,,,,7,,,,,,,,69,,,,,,,,1,,,,0,,1,0,0,1,,,1,
yes,yes,no,no,13,397,418,6,503,493,,,,,,,56,56,,,815,996,,,0,0,,,0,1,,,1,0,0,0,0,,,
no,no,no,yes,,,,,,,,,,618,667,9,,,,63,,,,1285,,,,0,,,,0,1,0,0,1,,,,0
no,no,yes,yes,,,,,,,15,604,615,,,15,,,77,77,,,1219,,,,0,0,,,1,1,1,0,0,1,,,0,
yes,yes,yes,yes,15,468,478,13,651,601,11,659,603,665,667,4,65,65,65,65,946,1252,1262,1332,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,,,19,,,,43,,,,,,,,0,,,,0,1,0,0,1,,,,1
yes,yes,yes,yes,2,453,506,18,497,538,7,577,577,622,648,8,25,25,25,25,959,1035,1154,1270,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
no,yes,no,no,,,,28,,472,,,,,,,,64,,,,,,,,0,,,,1,,,1,0,0,1,,,,
no,no,no,yes,,,,,,,,,,622,618,8,,,,32,,,,1240,,,,1,,,,0,0,1,0,0,,,,1
yes,yes,yes,yes,13,421,449,2,553,515,2,564,582,588,624,13,80,80,80,80,870,1068,1146,1212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
no,no,yes,no,,,,,,,13,521,477,,,,,,23,,,,998,,,,0,,,,0,,0,1,0,0,,,1,
yes,yes,yes,no,13,465,559,7,604,653,31,643,603,,,,51,51,51,,1024,1257,1246,,0,0,0,,0,0,0,,1,0,0,1,0,0,0,
yes,yes,yes,yes,13,427,520,11,571,557,14,611,611,650,672,10,55,55,55,55,947,1128,1222,1322,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
yes,yes,yes,yes,10,450,494,21,571,562,10,586,577,,,17,3,3,3,3,944,1133,1163,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,
yes,yes,no,no,13,447,528,15,590,592,,,,,,,37,37,,,975,1182,,,1,1,,,0,0,,,1,0,0,1,0,0,,
no,no,yes,no,,,,,,,,593,550,,,,,,19,,,,1143,,,,0,,,,1,,0,1,0,0,,,1,
yes,yes,yes,yes,21,440,484,14,488,468,28,530,512,587,555,13,48,48,48,48,924,956,1042,1142,1,1,1,1,0,0,0,0,0,1,0,1,1,1,,1
yes,yes,yes,yes,8,382,418,11,477,500,19,515,540,572,596,3,57,57,57,57,800,977,1055,1168,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,first year teacher,483,526,12,559,590,573,593,31,,48,48,48,,1009,1149,1166,,0,0,0,,1,1,1,1,0,0,1,,0,,0
yes,no,no,no,8,414,405,,,,,,,,,,61,,,,819,,,,0,,,,1,,,,1,0,0,0,1,,,
yes,no,no,no,11,451,506,,,,,,,,,,37,,,,957,,,,0,,,,1,,,,1,0,0,0,0,,,
no,yes,no,no,,,,5,,,,,,,,,,29,,,,,,,,0,,,,0,,,0,1,0,1,,1,,
no,yes,yes,yes,,,,5,497,502,8,560,565,583,573,15,,2,2,2,,999,1125,1156,,0,0,0,,0,0,0,1,0,0,0,,1,0,0
yes,yes,yes,yes,5,445,454,4,494,526,9,577,565,624,596,15,51,51,51,51,899,1020,1142,1220,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
no,no,yes,no,,,,,,,4,511,556,,,,,,25,,,,1067,,,,1,,,,0,,0,1,0,0,,,1,
no,yes,yes,no,,,,8,651,578,17,709,648,,,,,9,9,,,1229,1357,,,0,0,,,1,1,,1,0,0,1,,,0,
no,yes,yes,no,,,,10,558,545,18,614,596,,,,,57,57,,,1103,1210,,,1,1,,,0,0,,1,0,0,0,,0,0,
no,yes,no,no,,,,11,544,523,,,,,,,,73,,,,1067,,,,0,,,,1,,,1,0,0,0,,1,,
no,yes,no,no,,,,9,447,474,,,,,,,,25,,,,921,,,,0,,,,1,,,1,0,0,0,,0,,
no,yes,yes,yes,,,,first year teacher,558,562,1,604,615,661,651,5,,66,66,66,,1120,1219,1312,,0,0,0,,0,0,0,1,0,0,0,,0,0,0
yes,yes,no,no,21,405,384,21,436,465,,,,,,,56,56,,,789,901,,,1,1,,,0,0,,,1,0,0,1,0,0,,
yes,yes,no,no,10,436,513,13,,,,,,,,,70,70,,,949,,,,0,0,,,0,1,,,1,0,0,0,0,1,,
yes,yes,yes,yes,2,447,473,18,483,493,11,569,563,580,601,8,25,25,25,25,920,976,1132,1181,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1
yes,no,no,no,15,453,528,,,,,,,,,,21,,,,981,,,,0,,,,1,,,,1,0,0,1,0,,,
no,yes,yes,yes,,,,3,590,557,15,622,659,665,691,21,,41,41,41,,1147,1281,1356,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
no,yes,yes,yes,,,,20,503,451,12,582,523,,,18,,17,17,17,,954,1105,,,0,0,0,,1,1,1,1,0,0,1,,0,1,0
yes,yes,no,no,first year teacher,448,506,20,474,532,,,,,,,17,17,,,954,1006,,,0,0,,,0,1,,,1,0,0,0,0,0,,
yes,yes,yes,no,8,,,8,604,572,10,637,674,,,,72,72,72,,,1176,1311,,0,0,0,,0,0,0,,1,0,0,0,0,,0,
yes,yes,yes,yes,16,445,500,1,485,542,2,547,538,585,591,19,68,68,68,68,945,1027,1085,1176,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
no,yes,yes,yes,,,,first year teacher,536,557,1,591,607,631,711,5,,66,66,66,,1093,1198,1342,,0,0,0,,0,0,0,1,0,0,0,,0,0,0
yes,no,no,no,1,416,513,,,,,,,,,,23,,,,929,,,,0,,,,0,,,,1,0,0,0,0,,,
no,yes,yes,yes,,,,14,629,578,18,669,620,670,663,36,,10,10,10,,1207,1289,1333,,0,0,0,,1,1,1,1,0,0,0,,1,1,1
yes,yes,yes,yes,3,413,439,first year teacher,485,495,1,596,565,622,608,1,66,66,66,66,852,980,1161,1230,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,no,,,,18,604,578,12,622,620,,,,,36,36,,,1182,1242,,,0,0,,,0,0,,1,0,0,1,,0,,
no,no,yes,yes,,,,,,,12,552,556,620,574,14,,,34,34,,,1108,1194,,,0,0,,,0,0,1,0,0,1,,,0,0
no,no,yes,yes,,,,,,,,536,574,572,565,22,,,24,24,,,1110,1137,,,0,0,,,1,1,0,1,0,0,,,1,1
yes,yes,no,no,4,,,10,462,490,,,,,,,62,62,,,,952,,,0,0,,,1,0,,,1,0,0,1,1,1,,
no,yes,no,no,,,,10,505,488,,,,,,,,61,,,,993,,,,0,,,,0,,,1,0,0,0,,0,,
no,yes,no,no,,,,5,485,490,,,,,,,,75,,,,975,,,,0,,,,0,,,1,0,0,0,,0,,
no,yes,yes,no,,,,8,553,553,17,,,,,,,9,9,,,1106,,,,0,0,,,1,1,,1,0,0,1,,1,,
yes,no,no,no,17,413,429,,,,,,,,,,16,,,,842,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,no,no,no,6,418,439,,,,,,,,,,27,,,,857,,,,0,,,,0,,,,0,1,0,0,1,,,
yes,no,yes,no,5,408,434,,,,12,564,572,,,,29,,29,,842,,1136,,0,,0,,0,,1,,0,1,0,0,1,,1,
yes,no,no,no,9,443,454,,,,,,,,,,3,,,,897,,,,0,,,,1,,,,1,0,0,1,1,,,
yes,yes,yes,yes,11,411,418,27,475,474,7,535,540,577,608,12,22,22,22,22,829,949,1075,1185,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
yes,yes,yes,yes,13,433,489,7,460,486,30,591,528,626,593,9,48,48,48,48,922,946,1119,1219,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,0
yes,yes,yes,yes,11,467,478,16,492,549,4,555,550,582,629,14,11,11,11,11,945,1041,1105,1211,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
yes,yes,yes,yes,12,411,513,7,469,518,8,559,593,626,634,8,50,50,50,50,924,987,1152,1260,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
yes,yes,yes,yes,2,445,484,11,571,557,6,611,577,665,648,7,57,57,57,57,929,1128,1188,1313,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1
yes,no,no,no,6,,468,,,,,,,,,,33,,,,,,,,0,,,,0,,,,0,1,0,1,1,,,
yes,yes,yes,yes,6,411,489,15,553,562,5,669,620,620,667,31,39,39,39,39,900,1115,1289,1287,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
yes,yes,no,no,13,437,513,12,485,553,,,,,,,50,50,,,950,1038,,,0,0,,,0,0,,,1,0,0,1,0,0,,
yes,yes,yes,yes,14,433,513,1,530,553,8,566,639,555,579,19,73,73,73,73,946,1083,1205,1134,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,yes,8,414,484,11,548,549,15,650,648,641,691,8,78,78,78,78,898,1097,1298,1332,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1
no,no,no,yes,,,,,,,,,,606,601,7,,,,59,,,,1207,,,,0,,,,0,1,0,0,0,,,,1
no,yes,yes,no,,,,11,,,14,503,525,,,,,55,55,,,,1028,,,1,1,,,0,0,,1,0,0,0,,1,1,
yes,yes,yes,yes,7,443,528,12,651,627,11,643,626,686,672,18,61,61,61,61,971,1278,1269,1358,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,
yes,yes,yes,yes,10,427,459,21,512,507,10,577,536,583,582,17,3,3,3,3,886,1019,1113,1165,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
yes,no,no,no,5,419,429,,,,,,,,,,60,,,,848,,,,0,,,,1,,,,1,0,0,1,1,,,
yes,no,no,no,3,455,559,,,,,,,,,,58,,,,1014,,,,0,,,,0,,,,1,0,0,1,0,,,
yes,no,no,no,13,425,454,,,,,,,,,,55,,,,879,,,,0,,,,0,,,,1,0,0,0,0,,,
yes,no,no,no,6,463,576,,,,,,,,,,27,,,,1039,,,,0,,,,0,,,,0,1,0,0,1,,,
yes,yes,yes,yes,11,476,513,31,533,505,14,573,565,590,585,14,11,11,11,11,989,1038,1138,1175,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,4,604,535,1,637,607,644,629,24,,54,54,54,,1139,1244,1273,,1,1,1,,0,0,0,1,0,0,1,,1,1,1
yes,yes,no,no,15,403,444,,,,,,,,,,70,70,,,847,,,,1,1,,,0,0,,,1,0,0,1,0,1,,
no,yes,yes,no,,,,20,548,518,12,618,563,,,,,51,51,,,1066,1181,,,0,0,,,1,1,,0,1,0,1,,0,0,
no,no,yes,yes,,,,,,,32,562,593,588,585,18,,,30,30,,,1155,1173,,,0,0,,,1,1,0,1,0,0,,,1,1
no,yes,no,yes,,,,8,487,542,,,,582,579,12,,46,,46,,1029,,1161,,1,,0,,0,,1,1,0,0,1,,0,,1
yes,yes,yes,yes,8,411,468,11,544,512,19,579,538,618,580,3,57,57,57,57,879,1056,1117,1198,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
no,yes,no,yes,,,,9,492,553,,,,559,571,13,,3,,3,,1045,,1130,,0,,0,,1,,1,1,0,0,1,,1,,0
yes,yes,yes,yes,14,424,459,11,530,553,2,596,565,597,606,15,73,73,73,73,883,1083,1161,1203,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
yes,yes,yes,yes,12,437,473,6,499,507,2,584,590,633,606,10,35,35,35,35,910,1006,1174,1239,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1
yes,no,no,no,6,407,439,,,,,,,,,,26,,,,846,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,no,no,no,13,418,454,,,,,,,,,,55,,,,872,,,,0,,,,0,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,583,577,25,,,,21,,,,1160,,,,0,,,,1,0,1,0,1,,,,1
yes,yes,yes,yes,14,445,536,17,,538,26,,,,672,16,70,70,70,70,981,,,,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
yes,no,no,no,17,465,429,,,,,,,,,,29,,,,894,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,yes,no,yes,7,458,478,1,483,523,,,,775,678,8,22,22,,22,936,1006,,1453,0,0,,1,1,0,,0,0,1,0,1,1,1,,1
yes,no,no,no,13,402,454,,,,,,,,,,75,,,,856,,,,0,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,15,,,18,512,502,12,591,572,610,651,22,36,36,36,36,,1014,1163,1261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
no,no,no,yes,,,,,,,,,,604,582,19,,,,21,,,,1186,,,,0,,,,1,0,1,0,0,,,,1
no,yes,yes,yes,,,,6,527,535,3,596,579,644,594,19,,58,58,58,,1062,1175,1238,,1,1,1,,0,0,0,1,0,0,0,,0,0,0
no,no,yes,yes,,,,,,,6,650,659,654,678,8,,,77,77,,,1309,1332,,,0,0,,,0,0,1,0,0,1,,,0,0
yes,no,no,no,2,458,547,,,,,,,,,,40,,,,1005,,,,0,,,,0,,,,1,0,0,0,1,,,
no,no,yes,yes,,,,,,,8,631,607,639,629,15,,,51,51,,,1238,1268,,,0,0,,,0,0,1,0,0,0,,,0,0
yes,yes,yes,yes,8,476,494,9,651,578,19,643,603,693,645,11,74,74,74,74,970,1229,1246,1338,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,no,,,,,,,14,602,615,,,,,,54,,,,1217,,,,0,,,,0,,0,1,0,0,,,0,
yes,yes,yes,no,4,384,384,13,423,436,18,499,499,,,,35,35,35,,768,859,998,,0,1,0,,0,0,0,,1,0,0,1,0,0,,
no,no,yes,yes,,,,,,,9,588,603,,,13,,,12,12,,,1191,,,,0,0,,,0,0,1,0,0,1,,,0,1
no,no,no,yes,,,,,,,,,,626,616,6,,,,69,,,,1242,,,,1,,,,0,1,0,0,0,,,,1
yes,no,no,no,8,407,500,,,,,,,,,,70,,,,907,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,10,403,478,15,507,578,10,508,561,,,13,72,72,72,72,881,1085,1069,,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
yes,yes,yes,yes,12,398,454,20,527,523,18,562,561,588,586,17,35,35,35,35,852,1050,1123,1174,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
no,no,yes,no,,,,,,,17,547,626,,,,,,75,,,,1173,,,,1,,,,0,,1,0,0,0,,,1,
